"MAT_ALU_MATRICULA","MAT_TUR_DIS_DISCIPLINA","disciplina","MAT_TUR_ANO","MAT_TUR_PERIODO","MAT_MEDIA_FINAL","EVADIU"
"38de74818a4fb16e93d79446811b474c",1109103,"Cálculo Diferencial e Integral I",2005,2,6.3,FALSE
"38de74818a4fb16e93d79446811b474c",1109035,"Álgebra Vetorial e Geometria Analítica",2005,2,8.2,FALSE
"38de74818a4fb16e93d79446811b474c",1411167,"Programação I",2005,2,6.6,FALSE
"38de74818a4fb16e93d79446811b474c",1411174,"Introdução à Computação",2005,2,8.4,FALSE
"38de74818a4fb16e93d79446811b474c",1411180,"Laboratório de Programação I",2005,2,5.9,FALSE
"38de74818a4fb16e93d79446811b474c",1307151,"Leitura e Produção de Textos",2005,2,7.3,FALSE
"e8cdfc799d4e78c6efbadbf83868383e",1109103,"Cálculo Diferencial e Integral I",2005,2,7,FALSE
"e8cdfc799d4e78c6efbadbf83868383e",1109035,"Álgebra Vetorial e Geometria Analítica",2005,2,8,FALSE
"e8cdfc799d4e78c6efbadbf83868383e",1411167,"Programação I",2005,2,5.6,FALSE
"e8cdfc799d4e78c6efbadbf83868383e",1411174,"Introdução à Computação",2005,2,7.9,FALSE
"e8cdfc799d4e78c6efbadbf83868383e",1411180,"Laboratório de Programação I",2005,2,5.4,FALSE
"70f45205fb3c4f6e85e1f4dcbf776885",1109103,"Cálculo Diferencial e Integral I",2005,1,7.3,FALSE
"04611c633055dd64efb4816d2223ab78",1109035,"Álgebra Vetorial e Geometria Analítica",2005,1,7.2,FALSE
"04611c633055dd64efb4816d2223ab78",1109103,"Cálculo Diferencial e Integral I",2005,1,7,FALSE
"04611c633055dd64efb4816d2223ab78",1307151,"Leitura e Produção de Textos",2005,1,5.7,FALSE
"04611c633055dd64efb4816d2223ab78",1411174,"Introdução à Computação",2005,1,6.2,FALSE
"04611c633055dd64efb4816d2223ab78",1411167,"Programação I",2005,1,7.6,FALSE
"0b7acb37d4e721c4873bb09b47a26ff7",1307151,"Leitura e Produção de Textos",2005,2,7.6,FALSE
"ddcfa5ecc9e0844f97f4785dac03d536",1411180,"Laboratório de Programação I",2005,2,NA,FALSE
"ddcfa5ecc9e0844f97f4785dac03d536",1307151,"Leitura e Produção de Textos",2005,2,7.6,FALSE
"c1d05afcdaeeba1831dbe93c39f8d96e",1109103,"Cálculo Diferencial e Integral I",2005,2,2.4,TRUE
"c1d05afcdaeeba1831dbe93c39f8d96e",1109035,"Álgebra Vetorial e Geometria Analítica",2005,2,NA,TRUE
"c1d05afcdaeeba1831dbe93c39f8d96e",1411167,"Programação I",2005,2,NA,TRUE
"c1d05afcdaeeba1831dbe93c39f8d96e",1411174,"Introdução à Computação",2005,2,1.4,TRUE
"c1d05afcdaeeba1831dbe93c39f8d96e",1411180,"Laboratório de Programação I",2005,2,NA,TRUE
"663467508ce3444d4726b78c3d066b92",1109103,"Cálculo Diferencial e Integral I",2005,2,5.1,FALSE
"663467508ce3444d4726b78c3d066b92",1109035,"Álgebra Vetorial e Geometria Analítica",2005,2,7.4,FALSE
"663467508ce3444d4726b78c3d066b92",1411167,"Programação I",2005,2,3.4,FALSE
"663467508ce3444d4726b78c3d066b92",1411174,"Introdução à Computação",2005,2,7.5,FALSE
"663467508ce3444d4726b78c3d066b92",1411180,"Laboratório de Programação I",2005,2,4,FALSE
"663467508ce3444d4726b78c3d066b92",1307151,"Leitura e Produção de Textos",2005,2,8,FALSE
"8c1e88186a815cc583ca93f9b708af82",1109035,"Álgebra Vetorial e Geometria Analítica",2005,2,7.5,FALSE
"8c1e88186a815cc583ca93f9b708af82",1411167,"Programação I",2005,2,5.3,FALSE
"8c1e88186a815cc583ca93f9b708af82",1411180,"Laboratório de Programação I",2005,2,7.6,FALSE
"8c1e88186a815cc583ca93f9b708af82",1307151,"Leitura e Produção de Textos",2005,2,7.8,FALSE
"081a0693c9f75320d990887a3ff66f2c",1109103,"Cálculo Diferencial e Integral I",2005,2,6,FALSE
"081a0693c9f75320d990887a3ff66f2c",1109035,"Álgebra Vetorial e Geometria Analítica",2005,2,7.4,FALSE
"081a0693c9f75320d990887a3ff66f2c",1411167,"Programação I",2005,2,7.6,FALSE
"081a0693c9f75320d990887a3ff66f2c",1411174,"Introdução à Computação",2005,2,8,FALSE
"081a0693c9f75320d990887a3ff66f2c",1411180,"Laboratório de Programação I",2005,2,7.4,FALSE
"081a0693c9f75320d990887a3ff66f2c",1307151,"Leitura e Produção de Textos",2005,2,7.6,FALSE
"6d8509a47b94ba4afa7ac255cb98aaa2",1307151,"Leitura e Produção de Textos",2006,1,5.1,FALSE
"6d8509a47b94ba4afa7ac255cb98aaa2",1109035,"Álgebra Vetorial e Geometria Analítica",2006,1,7,FALSE
"6d8509a47b94ba4afa7ac255cb98aaa2",1411180,"Laboratório de Programação I",2006,1,9,FALSE
"6d8509a47b94ba4afa7ac255cb98aaa2",1411174,"Introdução à Computação",2006,1,8.7,FALSE
"6d8509a47b94ba4afa7ac255cb98aaa2",1411167,"Programação I",2006,1,7.4,FALSE
"6d8509a47b94ba4afa7ac255cb98aaa2",1109103,"Cálculo Diferencial e Integral I",2006,1,7,FALSE
"1c045793266ab949cdfba8df6f914de1",1109035,"Álgebra Vetorial e Geometria Analítica",2006,1,8.2,FALSE
"1c045793266ab949cdfba8df6f914de1",1109103,"Cálculo Diferencial e Integral I",2006,1,7,FALSE
"1c045793266ab949cdfba8df6f914de1",1411167,"Programação I",2006,1,8.3,FALSE
"1c045793266ab949cdfba8df6f914de1",1411180,"Laboratório de Programação I",2006,1,9.7,FALSE
"1c045793266ab949cdfba8df6f914de1",1307151,"Leitura e Produção de Textos",2006,1,7.6,FALSE
"1c045793266ab949cdfba8df6f914de1",1411174,"Introdução à Computação",2006,1,7.8,FALSE
"7cee5142fa5f172e6180d8f29c7364cc",1411167,"Programação I",2006,1,8.1,FALSE
"7cee5142fa5f172e6180d8f29c7364cc",1411180,"Laboratório de Programação I",2006,1,7,FALSE
"7cee5142fa5f172e6180d8f29c7364cc",1109035,"Álgebra Vetorial e Geometria Analítica",2006,1,5,FALSE
"286255ba227808a20c671e5519a2bf05",1109103,"Cálculo Diferencial e Integral I",2006,1,5,FALSE
"286255ba227808a20c671e5519a2bf05",1411174,"Introdução à Computação",2006,1,6.7,FALSE
"286255ba227808a20c671e5519a2bf05",1411167,"Programação I",2006,1,5,FALSE
"286255ba227808a20c671e5519a2bf05",1411180,"Laboratório de Programação I",2006,1,5,FALSE
"286255ba227808a20c671e5519a2bf05",1307151,"Leitura e Produção de Textos",2006,1,7.8,FALSE
"286255ba227808a20c671e5519a2bf05",1109035,"Álgebra Vetorial e Geometria Analítica",2006,1,5,FALSE
"049e03c4e73d1c2275269a9f50a6c151",1109103,"Cálculo Diferencial e Integral I",2005,1,5.2,FALSE
"049e03c4e73d1c2275269a9f50a6c151",1109035,"Álgebra Vetorial e Geometria Analítica",2005,1,5,FALSE
"65a8c1286c204d06e45f6044a64b21bd",1109103,"Cálculo Diferencial e Integral I",2005,1,8.9,TRUE
"65a8c1286c204d06e45f6044a64b21bd",1109035,"Álgebra Vetorial e Geometria Analítica",2005,1,7.8,TRUE
"cb6008d242eb8a07e92dda36c2f114b4",1109103,"Cálculo Diferencial e Integral I",2005,2,0,TRUE
"cb6008d242eb8a07e92dda36c2f114b4",1109035,"Álgebra Vetorial e Geometria Analítica",2005,2,0,TRUE
"cb6008d242eb8a07e92dda36c2f114b4",1411167,"Programação I",2005,2,0,TRUE
"cb6008d242eb8a07e92dda36c2f114b4",1411174,"Introdução à Computação",2005,2,0,TRUE
"cb6008d242eb8a07e92dda36c2f114b4",1411180,"Laboratório de Programação I",2005,2,0,TRUE
"cb6008d242eb8a07e92dda36c2f114b4",1307151,"Leitura e Produção de Textos",2005,2,0,TRUE
"8c1e88186a815cc583ca93f9b708af82",1109103,"Cálculo Diferencial e Integral I",2005,2,9,FALSE
"ba3c57d36cb9ec163f7127a0dd35b56b",1411180,"Laboratório de Programação I",2005,2,7.7,FALSE
"e91283de59e4b21aba6c7776245edc76",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,6.2,FALSE
"e91283de59e4b21aba6c7776245edc76",1109103,"Cálculo Diferencial e Integral I",2006,2,8,FALSE
"e91283de59e4b21aba6c7776245edc76",1411167,"Programação I",2006,2,7,FALSE
"e91283de59e4b21aba6c7776245edc76",1411180,"Laboratório de Programação I",2006,2,7,FALSE
"e91283de59e4b21aba6c7776245edc76",1307151,"Leitura e Produção de Textos",2006,2,8.3,FALSE
"e91283de59e4b21aba6c7776245edc76",1411174,"Introdução à Computação",2006,2,7.9,FALSE
"e95b9837f04f784e82d82016c852a819",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,5.7,FALSE
"e95b9837f04f784e82d82016c852a819",1109103,"Cálculo Diferencial e Integral I",2006,2,9.7,FALSE
"e95b9837f04f784e82d82016c852a819",1411167,"Programação I",2006,2,7.2,FALSE
"e95b9837f04f784e82d82016c852a819",1411180,"Laboratório de Programação I",2006,2,7.8,FALSE
"e95b9837f04f784e82d82016c852a819",1307151,"Leitura e Produção de Textos",2006,2,9.1,FALSE
"e95b9837f04f784e82d82016c852a819",1411174,"Introdução à Computação",2006,2,8.3,FALSE
"28c8062e7da3c73d12e6fd7c2ebc5b04",1411180,"Laboratório de Programação I",2006,1,2.8,FALSE
"8c1e88186a815cc583ca93f9b708af82",1411174,"Introdução à Computação",2005,2,8.2,FALSE
"5247bbe6c880e54c7fd350cdc9c65382",1411167,"Programação I",2006,2,8.8,FALSE
"5247bbe6c880e54c7fd350cdc9c65382",1411174,"Introdução à Computação",2006,2,9.3,FALSE
"5247bbe6c880e54c7fd350cdc9c65382",1411180,"Laboratório de Programação I",2006,2,9.1,FALSE
"af8b2c66a89c5143ae7b5c4346fd8ec8",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,7.7,FALSE
"af8b2c66a89c5143ae7b5c4346fd8ec8",1109103,"Cálculo Diferencial e Integral I",2006,2,7.9,FALSE
"af8b2c66a89c5143ae7b5c4346fd8ec8",1411167,"Programação I",2006,2,5.6,FALSE
"af8b2c66a89c5143ae7b5c4346fd8ec8",1411180,"Laboratório de Programação I",2006,2,5.9,FALSE
"af8b2c66a89c5143ae7b5c4346fd8ec8",1307151,"Leitura e Produção de Textos",2006,2,8.9,FALSE
"af8b2c66a89c5143ae7b5c4346fd8ec8",1411174,"Introdução à Computação",2006,2,9.4,FALSE
"fed08d1cc464d616c913c2d2f1f5abc4",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,7.2,FALSE
"fed08d1cc464d616c913c2d2f1f5abc4",1109103,"Cálculo Diferencial e Integral I",2006,2,8.5,FALSE
"fed08d1cc464d616c913c2d2f1f5abc4",1411167,"Programação I",2006,2,7.4,FALSE
"fed08d1cc464d616c913c2d2f1f5abc4",1411180,"Laboratório de Programação I",2006,2,7.6,FALSE
"fed08d1cc464d616c913c2d2f1f5abc4",1307151,"Leitura e Produção de Textos",2006,2,8.7,FALSE
"fed08d1cc464d616c913c2d2f1f5abc4",1411174,"Introdução à Computação",2006,2,9.2,FALSE
"3aee08993cba731c51e5ad75a9598819",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,3.2,FALSE
"3aee08993cba731c51e5ad75a9598819",1109103,"Cálculo Diferencial e Integral I",2006,2,3.2,FALSE
"3aee08993cba731c51e5ad75a9598819",1411167,"Programação I",2006,2,9.5,FALSE
"3aee08993cba731c51e5ad75a9598819",1411180,"Laboratório de Programação I",2006,2,9.7,FALSE
"3aee08993cba731c51e5ad75a9598819",1307151,"Leitura e Produção de Textos",2006,2,9.1,FALSE
"3aee08993cba731c51e5ad75a9598819",1411174,"Introdução à Computação",2006,2,7.9,FALSE
"c3b4c46b2df680bf450de8abbaa63334",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,5.8,FALSE
"c3b4c46b2df680bf450de8abbaa63334",1109103,"Cálculo Diferencial e Integral I",2006,2,5.6,FALSE
"c3b4c46b2df680bf450de8abbaa63334",1411167,"Programação I",2006,2,6.7,FALSE
"c3b4c46b2df680bf450de8abbaa63334",1411180,"Laboratório de Programação I",2006,2,7.1,FALSE
"c3b4c46b2df680bf450de8abbaa63334",1307151,"Leitura e Produção de Textos",2006,2,7.3,FALSE
"c3b4c46b2df680bf450de8abbaa63334",1411174,"Introdução à Computação",2006,2,8.1,FALSE
"7ca6d6a33524dbf287025d96bb6d7541",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,7.4,FALSE
"7ca6d6a33524dbf287025d96bb6d7541",1109103,"Cálculo Diferencial e Integral I",2006,2,10,FALSE
"7ca6d6a33524dbf287025d96bb6d7541",1411167,"Programação I",2006,2,4.3,FALSE
"7ca6d6a33524dbf287025d96bb6d7541",1411180,"Laboratório de Programação I",2006,2,4.7,FALSE
"7ca6d6a33524dbf287025d96bb6d7541",1307151,"Leitura e Produção de Textos",2006,2,8.9,FALSE
"7ca6d6a33524dbf287025d96bb6d7541",1411174,"Introdução à Computação",2006,2,8,FALSE
"ba3c57d36cb9ec163f7127a0dd35b56b",1109035,"Álgebra Vetorial e Geometria Analítica",2005,2,8.7,FALSE
"ba3c57d36cb9ec163f7127a0dd35b56b",1109103,"Cálculo Diferencial e Integral I",2005,2,9,FALSE
"ba3c57d36cb9ec163f7127a0dd35b56b",1411167,"Programação I",2005,2,8.8,FALSE
"ba3c57d36cb9ec163f7127a0dd35b56b",1411174,"Introdução à Computação",2005,2,8,FALSE
"ba3c57d36cb9ec163f7127a0dd35b56b",1307151,"Leitura e Produção de Textos",2005,2,8.6,FALSE
"35a72a72555aa888624180fdc27a722c",1109035,"Álgebra Vetorial e Geometria Analítica",2007,1,5.8,FALSE
"b4eac5dc6711edb75bb1d8e61c603e4c",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,6.3,FALSE
"b4eac5dc6711edb75bb1d8e61c603e4c",1109103,"Cálculo Diferencial e Integral I",2006,2,7.3,FALSE
"b4eac5dc6711edb75bb1d8e61c603e4c",1411167,"Programação I",2006,2,7.4,FALSE
"b4eac5dc6711edb75bb1d8e61c603e4c",1411180,"Laboratório de Programação I",2006,2,8.3,FALSE
"b4eac5dc6711edb75bb1d8e61c603e4c",1307151,"Leitura e Produção de Textos",2006,2,7.8,FALSE
"b4eac5dc6711edb75bb1d8e61c603e4c",1411174,"Introdução à Computação",2006,2,8.4,FALSE
"bcf00e93fe47188b73f6fd92a2140e51",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,7.2,FALSE
"bcf00e93fe47188b73f6fd92a2140e51",1109103,"Cálculo Diferencial e Integral I",2006,2,10,FALSE
"bcf00e93fe47188b73f6fd92a2140e51",1411167,"Programação I",2006,2,9.2,FALSE
"bcf00e93fe47188b73f6fd92a2140e51",1411180,"Laboratório de Programação I",2006,2,9.4,FALSE
"bcf00e93fe47188b73f6fd92a2140e51",1307151,"Leitura e Produção de Textos",2006,2,9,FALSE
"bcf00e93fe47188b73f6fd92a2140e51",1411174,"Introdução à Computação",2006,2,9.5,FALSE
"823f79f447de55114b6539663bfd20f0",1307151,"Leitura e Produção de Textos",2006,2,6.6,FALSE
"823f79f447de55114b6539663bfd20f0",1411174,"Introdução à Computação",2006,2,7.5,FALSE
"823f79f447de55114b6539663bfd20f0",1411180,"Laboratório de Programação I",2006,2,7.4,FALSE
"823f79f447de55114b6539663bfd20f0",1411167,"Programação I",2006,2,7.4,FALSE
"823f79f447de55114b6539663bfd20f0",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,5.6,FALSE
"41501d858f1312ccd05e76e5bd1a89f6",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,3.5,FALSE
"41501d858f1312ccd05e76e5bd1a89f6",1109103,"Cálculo Diferencial e Integral I",2006,2,2.2,FALSE
"41501d858f1312ccd05e76e5bd1a89f6",1411167,"Programação I",2006,2,7.1,FALSE
"41501d858f1312ccd05e76e5bd1a89f6",1411180,"Laboratório de Programação I",2006,2,7.8,FALSE
"41501d858f1312ccd05e76e5bd1a89f6",1307151,"Leitura e Produção de Textos",2006,2,8.2,FALSE
"41501d858f1312ccd05e76e5bd1a89f6",1411174,"Introdução à Computação",2006,2,8.9,FALSE
"c77a8ffd534574cfdd6d97d5c0f09f8c",1109103,"Cálculo Diferencial e Integral I",2006,2,5,FALSE
"c77a8ffd534574cfdd6d97d5c0f09f8c",1411174,"Introdução à Computação",2006,2,7.1,FALSE
"a57e5602b7247150de78257ea7a12fa9",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,NA,FALSE
"a57e5602b7247150de78257ea7a12fa9",1109103,"Cálculo Diferencial e Integral I",2006,2,9.2,FALSE
"a57e5602b7247150de78257ea7a12fa9",1411167,"Programação I",2006,2,8,FALSE
"a57e5602b7247150de78257ea7a12fa9",1411180,"Laboratório de Programação I",2006,2,8.3,FALSE
"a57e5602b7247150de78257ea7a12fa9",1307151,"Leitura e Produção de Textos",2006,2,8.4,FALSE
"a57e5602b7247150de78257ea7a12fa9",1411174,"Introdução à Computação",2006,2,8.7,FALSE
"70bb2064dacce41faea14e2a0d24113f",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,5.7,FALSE
"70bb2064dacce41faea14e2a0d24113f",1109103,"Cálculo Diferencial e Integral I",2006,2,5.2,FALSE
"70bb2064dacce41faea14e2a0d24113f",1411167,"Programação I",2006,2,0,FALSE
"70bb2064dacce41faea14e2a0d24113f",1411180,"Laboratório de Programação I",2006,2,0,FALSE
"70bb2064dacce41faea14e2a0d24113f",1307151,"Leitura e Produção de Textos",2006,2,7.7,FALSE
"70bb2064dacce41faea14e2a0d24113f",1411174,"Introdução à Computação",2006,2,7.5,FALSE
"6db36d094b9f8ba027b2bf7859705f52",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,7.7,FALSE
"6db36d094b9f8ba027b2bf7859705f52",1109103,"Cálculo Diferencial e Integral I",2006,2,10,FALSE
"6db36d094b9f8ba027b2bf7859705f52",1411167,"Programação I",2006,2,6.2,FALSE
"6db36d094b9f8ba027b2bf7859705f52",1411180,"Laboratório de Programação I",2006,2,7,FALSE
"6db36d094b9f8ba027b2bf7859705f52",1307151,"Leitura e Produção de Textos",2006,2,9.3,FALSE
"6db36d094b9f8ba027b2bf7859705f52",1411174,"Introdução à Computação",2006,2,8.4,FALSE
"75cdd6f2569a342c8df1975644edcdf0",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,1.2,TRUE
"75cdd6f2569a342c8df1975644edcdf0",1109103,"Cálculo Diferencial e Integral I",2006,2,2.4,TRUE
"75cdd6f2569a342c8df1975644edcdf0",1411167,"Programação I",2006,2,0,TRUE
"75cdd6f2569a342c8df1975644edcdf0",1411180,"Laboratório de Programação I",2006,2,1.3,TRUE
"75cdd6f2569a342c8df1975644edcdf0",1307151,"Leitura e Produção de Textos",2006,2,0,TRUE
"75cdd6f2569a342c8df1975644edcdf0",1411174,"Introdução à Computação",2006,2,0,TRUE
"6ebdff2a446c683d9f5e945e3681aad5",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,5.8,FALSE
"6ebdff2a446c683d9f5e945e3681aad5",1109103,"Cálculo Diferencial e Integral I",2006,2,5.9,FALSE
"6ebdff2a446c683d9f5e945e3681aad5",1411167,"Programação I",2006,2,7.9,FALSE
"6ebdff2a446c683d9f5e945e3681aad5",1411180,"Laboratório de Programação I",2006,2,8.1,FALSE
"6ebdff2a446c683d9f5e945e3681aad5",1307151,"Leitura e Produção de Textos",2006,2,7.5,FALSE
"6ebdff2a446c683d9f5e945e3681aad5",1411174,"Introdução à Computação",2006,2,7.4,FALSE
"41bb0cf9f3e9bbc8150189b08a24c8d2",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,5,FALSE
"41bb0cf9f3e9bbc8150189b08a24c8d2",1109103,"Cálculo Diferencial e Integral I",2006,2,7,FALSE
"41bb0cf9f3e9bbc8150189b08a24c8d2",1411167,"Programação I",2006,2,6.7,FALSE
"41bb0cf9f3e9bbc8150189b08a24c8d2",1411180,"Laboratório de Programação I",2006,2,7.4,FALSE
"41bb0cf9f3e9bbc8150189b08a24c8d2",1307151,"Leitura e Produção de Textos",2006,2,8.9,FALSE
"41bb0cf9f3e9bbc8150189b08a24c8d2",1411174,"Introdução à Computação",2006,2,8.2,FALSE
"07637b738060b26ad5fba0ef577e3e0a",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,7,FALSE
"07637b738060b26ad5fba0ef577e3e0a",1109103,"Cálculo Diferencial e Integral I",2006,2,9.5,FALSE
"07637b738060b26ad5fba0ef577e3e0a",1411167,"Programação I",2006,2,7.2,FALSE
"07637b738060b26ad5fba0ef577e3e0a",1411180,"Laboratório de Programação I",2006,2,7.6,FALSE
"07637b738060b26ad5fba0ef577e3e0a",1307151,"Leitura e Produção de Textos",2006,2,8.6,FALSE
"07637b738060b26ad5fba0ef577e3e0a",1411174,"Introdução à Computação",2006,2,8.2,FALSE
"a3803ffa1dd34b65d3ca1202417bb78f",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,6.9,FALSE
"a3803ffa1dd34b65d3ca1202417bb78f",1109103,"Cálculo Diferencial e Integral I",2006,2,8.3,FALSE
"a3803ffa1dd34b65d3ca1202417bb78f",1411167,"Programação I",2006,2,7.2,FALSE
"a3803ffa1dd34b65d3ca1202417bb78f",1411180,"Laboratório de Programação I",2006,2,7.4,FALSE
"a3803ffa1dd34b65d3ca1202417bb78f",1307151,"Leitura e Produção de Textos",2006,2,8.8,FALSE
"a3803ffa1dd34b65d3ca1202417bb78f",1411174,"Introdução à Computação",2006,2,8.2,FALSE
"1e8f2b70ee5b84411d39fcd64ecbd78a",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,6.1,FALSE
"1e8f2b70ee5b84411d39fcd64ecbd78a",1109103,"Cálculo Diferencial e Integral I",2006,2,7.8,FALSE
"1e8f2b70ee5b84411d39fcd64ecbd78a",1411167,"Programação I",2006,2,6.8,FALSE
"1e8f2b70ee5b84411d39fcd64ecbd78a",1411180,"Laboratório de Programação I",2006,2,7.1,FALSE
"1e8f2b70ee5b84411d39fcd64ecbd78a",1307151,"Leitura e Produção de Textos",2006,2,8.3,FALSE
"1e8f2b70ee5b84411d39fcd64ecbd78a",1411174,"Introdução à Computação",2006,2,8.2,FALSE
"d9761509c76edbffde124694756b040f",1411167,"Programação I",2006,2,2.9,FALSE
"d9761509c76edbffde124694756b040f",1411174,"Introdução à Computação",2006,2,7.9,FALSE
"d9761509c76edbffde124694756b040f",1411180,"Laboratório de Programação I",2006,2,3.9,FALSE
"d9761509c76edbffde124694756b040f",1307151,"Leitura e Produção de Textos",2006,2,8.9,FALSE
"c77a8ffd534574cfdd6d97d5c0f09f8c",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,5.6,FALSE
"c77a8ffd534574cfdd6d97d5c0f09f8c",1411167,"Programação I",2006,2,7.3,FALSE
"c77a8ffd534574cfdd6d97d5c0f09f8c",1411180,"Laboratório de Programação I",2006,2,7,FALSE
"c77a8ffd534574cfdd6d97d5c0f09f8c",1307151,"Leitura e Produção de Textos",2006,2,9.2,FALSE
"2c35e24a4acfa5742407ca2fbb6658ee",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,7.2,FALSE
"2c35e24a4acfa5742407ca2fbb6658ee",1411167,"Programação I",2006,2,7,FALSE
"2c35e24a4acfa5742407ca2fbb6658ee",1411174,"Introdução à Computação",2006,2,8.3,FALSE
"2c35e24a4acfa5742407ca2fbb6658ee",1411180,"Laboratório de Programação I",2006,2,7.1,FALSE
"2c35e24a4acfa5742407ca2fbb6658ee",1307151,"Leitura e Produção de Textos",2006,2,9.3,FALSE
"43ef125b80e73ea9e16190ebae548448",1411167,"Programação I",2006,2,5,FALSE
"43ef125b80e73ea9e16190ebae548448",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,1.2,FALSE
"43ef125b80e73ea9e16190ebae548448",1411180,"Laboratório de Programação I",2006,2,5.4,FALSE
"43ef125b80e73ea9e16190ebae548448",1307151,"Leitura e Produção de Textos",2006,2,8.5,FALSE
"43ef125b80e73ea9e16190ebae548448",1109103,"Cálculo Diferencial e Integral I",2006,2,7,FALSE
"43ef125b80e73ea9e16190ebae548448",1411174,"Introdução à Computação",2006,2,15.5,FALSE
"35a72a72555aa888624180fdc27a722c",1109103,"Cálculo Diferencial e Integral I",2007,1,5,FALSE
"e8517a2207070bb9ff1d41300fc9b85a",1109103,"Cálculo Diferencial e Integral I",2007,1,1.6,FALSE
"e8517a2207070bb9ff1d41300fc9b85a",1411167,"Programação I",2007,1,5,FALSE
"e8517a2207070bb9ff1d41300fc9b85a",1411174,"Introdução à Computação",2007,1,7.2,FALSE
"e8517a2207070bb9ff1d41300fc9b85a",1411180,"Laboratório de Programação I",2007,1,5.4,FALSE
"e8517a2207070bb9ff1d41300fc9b85a",1307151,"Leitura e Produção de Textos",2007,1,9.3,FALSE
"e8517a2207070bb9ff1d41300fc9b85a",1109035,"Álgebra Vetorial e Geometria Analítica",2007,1,6.8,FALSE
"a1745c81d2a4221449ff85ffee24016b",1109035,"Álgebra Vetorial e Geometria Analítica",2007,1,9.5,FALSE
"a1745c81d2a4221449ff85ffee24016b",1109103,"Cálculo Diferencial e Integral I",2007,1,8,FALSE
"a1745c81d2a4221449ff85ffee24016b",1411167,"Programação I",2007,1,9.3,FALSE
"a1745c81d2a4221449ff85ffee24016b",1411174,"Introdução à Computação",2007,1,9.6,FALSE
"a1745c81d2a4221449ff85ffee24016b",1411180,"Laboratório de Programação I",2007,1,9.4,FALSE
"a1745c81d2a4221449ff85ffee24016b",1307151,"Leitura e Produção de Textos",2007,1,9.2,FALSE
"2c35e24a4acfa5742407ca2fbb6658ee",1109103,"Cálculo Diferencial e Integral I",2006,2,9,FALSE
"547471124abbfcde9bc90ecdaa9eab5f",1109035,"Álgebra Vetorial e Geometria Analítica",2007,1,0,FALSE
"696755606cec8e5596cd11e5c13d20d5",1411180,"Laboratório de Programação I",2007,1,9.7,FALSE
"983a473c7084a2602bdff80b031d2f49",1411180,"Laboratório de Programação I",2007,1,8.8,FALSE
"00e2a1c1485b8396c82098af0d252161",1411180,"Laboratório de Programação I",2007,1,8.8,FALSE
"5247bbe6c880e54c7fd350cdc9c65382",1109035,"Álgebra Vetorial e Geometria Analítica",2006,2,5.1,FALSE
"5247bbe6c880e54c7fd350cdc9c65382",1109103,"Cálculo Diferencial e Integral I",2006,2,7.3,FALSE
"5247bbe6c880e54c7fd350cdc9c65382",1307151,"Leitura e Produção de Textos",2006,2,7,FALSE
"c1a61e7c33227c4ff92ff07ea422d101",1307151,"Leitura e Produção de Textos",2007,2,8.7,FALSE
"d0fd86747057b8292a7bd40a469cdcbe",1109035,"Álgebra Vetorial e Geometria Analítica",2007,2,10,FALSE
"d0fd86747057b8292a7bd40a469cdcbe",1411167,"Programação I",2007,2,9,FALSE
"d0fd86747057b8292a7bd40a469cdcbe",1411174,"Introdução à Computação",2007,2,9,FALSE
"d0fd86747057b8292a7bd40a469cdcbe",1307151,"Leitura e Produção de Textos",2007,2,10,FALSE
"0519fb0451ae20afefaa08dda3948239",1109035,"Álgebra Vetorial e Geometria Analítica",2007,2,0,FALSE
"0519fb0451ae20afefaa08dda3948239",1109103,"Cálculo Diferencial e Integral I",2007,2,0,FALSE
"0519fb0451ae20afefaa08dda3948239",1411167,"Programação I",2007,2,0,FALSE
"0519fb0451ae20afefaa08dda3948239",1411174,"Introdução à Computação",2007,2,0,FALSE
"0519fb0451ae20afefaa08dda3948239",1307151,"Leitura e Produção de Textos",2007,2,0,FALSE
"7bf6d94a0b433805996c1e93e7ba24a0",1109035,"Álgebra Vetorial e Geometria Analítica",2007,2,5,FALSE
