"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","CREDITOS","MAT_MEDIA_FINAL"
"31101fe46a5d86c11d9ed360129e3393",2006,1,1109113,"Matemática Discreta",4,6
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411168,"Programação II",4,6.5
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411170,"Teoria dos Grafos",2,7.3
"31101fe46a5d86c11d9ed360129e3393",2006,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.3
"31101fe46a5d86c11d9ed360129e3393",2006,1,1109103,"Cálculo Diferencial e Integral I",4,7
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411167,"Programação I",4,8
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411174,"Introdução à Computação",4,7.2
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411180,"Laboratório de Programação I",4,8.7
"31101fe46a5d86c11d9ed360129e3393",2006,1,1307151,"Leitura e Produção de Textos",4,8.1
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411183,"Laboratório de Engenharia de Software",2,6.7
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411187,"Análise e Técnica de Algoritmos",4,6.2
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411190,"Redes de Computadores",4,6.1
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411192,"Sistemas Operacionais",4,6.3
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,8.2
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411185,"Projeto em Computação I",4,9.1
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411191,"Interconexão de Redes de Computadores",4,8.2
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411194,"Banco de Dados II",4,7.4
"31101fe46a5d86c11d9ed360129e3393",2006,1,1305219,"Direito e Cidadania",4,9
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411188,"Métodos e Software Numéricos",4,7.5
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411186,"Projeto em Computação II",6,9.5
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411189,"Compiladores",4,8.1
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.3
"31101fe46a5d86c11d9ed360129e3393",2006,1,1411196,"Inteligência Artificial I",4,7
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1305220,"Informática e Sociedade",2,9.5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411187,"Análise e Técnica de Algoritmos",4,7.1
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411193,"Banco de Dados I",4,5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411190,"Redes de Computadores",4,7.3
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411195,"Sistemas de Informação II",4,8.4
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411177,"Engenharia de Software I",4,8.1
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411178,"Sistemas de Informação I",4,7.7
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1114114,"Métodos Estatisticos",4,7
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411169,"Paradigmas de Ling. de Programação",4,8
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411173,"Lógica Matemática",4,8.3
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411175,"Org. e Arquitetura de Computadores I",4,9
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,6.8
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411171,"Teoria da Computação",4,6
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1108090,"Fundamentos de Física Moderna",4,8.3
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1114107,"Probabilidade e Estatistica",4,5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411172,"Estrutura de Dados e Algoritmos",4,5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411176,"Gerência da Informação",4,8.1
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411168,"Programação II",4,6.3
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1109113,"Matemática Discreta",4,5.4
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1305218,"Métodologia Científica",4,9.5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411181,"Laboratório de Programação II",4,9.3
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411170,"Teoria dos Grafos",2,9.2
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1108089,"Fundamentos de Física Clássica",4,7.7
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,8
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1109103,"Cálculo Diferencial e Integral I",4,7.5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411167,"Programação I",4,5.4
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411174,"Introdução à Computação",4,8.4
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411180,"Laboratório de Programação I",4,8.8
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1307151,"Leitura e Produção de Textos",4,8.8
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,4
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411191,"Interconexão de Redes de Computadores",4,4
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411192,"Sistemas Operacionais",4,5.8
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411194,"Banco de Dados II",4,7
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1305219,"Direito e Cidadania",4,9.5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411183,"Laboratório de Engenharia de Software",2,8.2
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.2
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411191,"Interconexão de Redes de Computadores",4,7.2
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411196,"Inteligência Artificial I",4,8.8
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,8.3
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411185,"Projeto em Computação I",4,9
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411189,"Compiladores",4,5
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411186,"Projeto em Computação II",6,8.6
"d15a31ad1faf00f31083723e6c9bb10e",2006,2,1411188,"Métodos e Software Numéricos",4,7.75
"69758133630f9f50ca867444b659d979",2007,2,1411168,"Programação II",4,5.6
"69758133630f9f50ca867444b659d979",2007,2,1411181,"Laboratório de Programação II",4,7.1
"69758133630f9f50ca867444b659d979",2007,2,1411170,"Teoria dos Grafos",2,6
"69758133630f9f50ca867444b659d979",2007,2,1109113,"Matemática Discreta",4,7
"69758133630f9f50ca867444b659d979",2007,2,1108089,"Fundamentos de Física Clássica",4,NA
"69758133630f9f50ca867444b659d979",2007,2,1305218,"Métodologia Científica",4,8.7
"69758133630f9f50ca867444b659d979",2007,2,1411180,"Laboratório de Programação I",4,7.4
"69758133630f9f50ca867444b659d979",2007,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.2
"69758133630f9f50ca867444b659d979",2007,2,1109103,"Cálculo Diferencial e Integral I",4,7
"69758133630f9f50ca867444b659d979",2007,2,1411167,"Programação I",4,5.8
"69758133630f9f50ca867444b659d979",2007,2,1411174,"Introdução à Computação",4,8.5
"69758133630f9f50ca867444b659d979",2007,2,1307151,"Leitura e Produção de Textos",4,7
"69758133630f9f50ca867444b659d979",2007,2,1411172,"Estrutura de Dados e Algoritmos",4,5.1
"69758133630f9f50ca867444b659d979",2007,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,5
"69758133630f9f50ca867444b659d979",2007,2,1411171,"Teoria da Computação",4,5.7
"69758133630f9f50ca867444b659d979",2007,2,1411176,"Gerência da Informação",4,7.1
"69758133630f9f50ca867444b659d979",2007,2,1108089,"Fundamentos de Física Clássica",4,6.2
"69758133630f9f50ca867444b659d979",2007,2,1411169,"Paradigmas de Ling. de Programação",4,7.2
"69758133630f9f50ca867444b659d979",2007,2,1411173,"Lógica Matemática",4,6.3
"69758133630f9f50ca867444b659d979",2007,2,1411178,"Sistemas de Informação I",4,7.8
"69758133630f9f50ca867444b659d979",2007,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,5.7
"69758133630f9f50ca867444b659d979",2007,2,1305220,"Informática e Sociedade",2,9
"69758133630f9f50ca867444b659d979",2007,2,1114107,"Probabilidade e Estatistica",4,5
"69758133630f9f50ca867444b659d979",2007,2,1411187,"Análise e Técnica de Algoritmos",4,4.4
"69758133630f9f50ca867444b659d979",2007,2,1411193,"Banco de Dados I",4,5.5
"69758133630f9f50ca867444b659d979",2007,2,1411195,"Sistemas de Informação II",4,5.9
"69758133630f9f50ca867444b659d979",2007,2,1305219,"Direito e Cidadania",4,8
"69758133630f9f50ca867444b659d979",2007,2,1411175,"Org. e Arquitetura de Computadores I",4,7
"69758133630f9f50ca867444b659d979",2007,2,1411177,"Engenharia de Software I",4,6.5
"69758133630f9f50ca867444b659d979",2007,2,1411194,"Banco de Dados II",4,7.1
"69758133630f9f50ca867444b659d979",2007,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,7.9
"69758133630f9f50ca867444b659d979",2007,2,1114114,"Métodos Estatisticos",4,7.1
"69758133630f9f50ca867444b659d979",2007,2,1411183,"Laboratório de Engenharia de Software",2,9.2
"69758133630f9f50ca867444b659d979",2007,2,1411187,"Análise e Técnica de Algoritmos",4,7
"69758133630f9f50ca867444b659d979",2007,2,1411192,"Sistemas Operacionais",4,5
"69758133630f9f50ca867444b659d979",2007,2,1108090,"Fundamentos de Física Moderna",4,5
"69758133630f9f50ca867444b659d979",2007,2,1109049,"Álgebra Linear I",4,6.5
"69758133630f9f50ca867444b659d979",2007,2,1411190,"Redes de Computadores",4,7
"69758133630f9f50ca867444b659d979",2007,2,1411185,"Projeto em Computação I",4,9
"69758133630f9f50ca867444b659d979",2007,2,1411189,"Compiladores",4,8.7
"69758133630f9f50ca867444b659d979",2007,2,1411191,"Interconexão de Redes de Computadores",4,7
"69758133630f9f50ca867444b659d979",2007,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7
"69758133630f9f50ca867444b659d979",2007,2,1411188,"Métodos e Software Numéricos",4,7.5
"69758133630f9f50ca867444b659d979",2007,2,1411186,"Projeto em Computação II",6,9.4
"69758133630f9f50ca867444b659d979",2007,2,1411196,"Inteligência Artificial I",4,8.4
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411168,"Programação II",4,8.4
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411181,"Laboratório de Programação II",4,8.9
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411170,"Teoria dos Grafos",2,5.6
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1305218,"Métodologia Científica",4,9.8
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1109103,"Cálculo Diferencial e Integral I",4,5
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1109113,"Matemática Discreta",4,6.5
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.6
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1109103,"Cálculo Diferencial e Integral I",4,2.8
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411167,"Programação I",4,7.2
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411174,"Introdução à Computação",4,8.3
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411180,"Laboratório de Programação I",4,8.1
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1307151,"Leitura e Produção de Textos",4,7.4
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1108089,"Fundamentos de Física Clássica",4,NA
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411171,"Teoria da Computação",4,5
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411172,"Estrutura de Dados e Algoritmos",4,7
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411176,"Gerência da Informação",4,9.1
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.9
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411169,"Paradigmas de Ling. de Programação",4,7.9
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411173,"Lógica Matemática",4,5
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411178,"Sistemas de Informação I",4,9.5
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411193,"Banco de Dados I",4,7.4
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411195,"Sistemas de Informação II",4,7.6
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1305219,"Direito e Cidadania",4,7.7
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1108089,"Fundamentos de Física Clássica",4,7
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1114107,"Probabilidade e Estatistica",4,5.9
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1108089,"Fundamentos de Física Clássica",4,0
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411187,"Análise e Técnica de Algoritmos",4,5
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1114114,"Métodos Estatisticos",4,8
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411177,"Engenharia de Software I",4,8.4
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411194,"Banco de Dados II",4,7.9
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1108090,"Fundamentos de Física Moderna",4,7.3
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411175,"Org. e Arquitetura de Computadores I",4,7.8
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411183,"Laboratório de Engenharia de Software",2,8.4
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411188,"Métodos e Software Numéricos",4,7.25
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,8.6
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,7.6
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411190,"Redes de Computadores",4,7
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1305220,"Informática e Sociedade",2,8.3
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411185,"Projeto em Computação I",4,8.6
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411189,"Compiladores",4,7.1
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.2
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411186,"Projeto em Computação II",6,8.2
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411191,"Interconexão de Redes de Computadores",4,7.2
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411192,"Sistemas Operacionais",4,7.3
"fa31f89a9e6241d4d63712b7c99ebf96",2007,2,1411196,"Inteligência Artificial I",4,7.1
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1108089,"Fundamentos de Física Clássica",4,NA
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1109113,"Matemática Discreta",4,7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411168,"Programação II",4,5.9
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411170,"Teoria dos Grafos",2,7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411181,"Laboratório de Programação II",4,5.6
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1305218,"Métodologia Científica",4,8
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,5
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1109103,"Cálculo Diferencial e Integral I",4,5
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411167,"Programação I",4,5.9
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411174,"Introdução à Computação",4,8.2
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411180,"Laboratório de Programação I",4,7.7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1307151,"Leitura e Produção de Textos",4,7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1108089,"Fundamentos de Física Clássica",4,NA
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411171,"Teoria da Computação",4,6.4
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411172,"Estrutura de Dados e Algoritmos",4,8.1
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411176,"Gerência da Informação",4,8.3
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.2
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1114107,"Probabilidade e Estatistica",4,2
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411169,"Paradigmas de Ling. de Programação",4,6.6
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411173,"Lógica Matemática",4,5.3
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411178,"Sistemas de Informação I",4,NA
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1114107,"Probabilidade e Estatistica",4,0
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1108089,"Fundamentos de Física Clássica",4,6.1
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1114107,"Probabilidade e Estatistica",4,2.3
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411178,"Sistemas de Informação I",4,6.7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411187,"Análise e Técnica de Algoritmos",4,NA
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1108089,"Fundamentos de Física Clássica",4,0
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1108090,"Fundamentos de Física Moderna",4,7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1114107,"Probabilidade e Estatistica",4,6.2
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411187,"Análise e Técnica de Algoritmos",4,3.5
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411193,"Banco de Dados I",4,5
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411195,"Sistemas de Informação II",4,8.3
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1305219,"Direito e Cidadania",4,8.5
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411177,"Engenharia de Software I",4,7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1114114,"Métodos Estatisticos",4,7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411194,"Banco de Dados II",4,7.2
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411175,"Org. e Arquitetura de Computadores I",4,7.2
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.4
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411187,"Análise e Técnica de Algoritmos",4,1.3
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,6.5
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411183,"Laboratório de Engenharia de Software",2,6.4
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411192,"Sistemas Operacionais",4,8
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411190,"Redes de Computadores",4,7.1
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411187,"Análise e Técnica de Algoritmos",4,5
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411186,"Projeto em Computação II",6,8
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411188,"Métodos e Software Numéricos",4,7.1
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411196,"Inteligência Artificial I",4,7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1305220,"Informática e Sociedade",2,8.4
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,7
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411185,"Projeto em Computação I",4,8
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411189,"Compiladores",4,8.9
"21ca3a75e7b47f36b85e6fad5d6146dc",2008,1,1411191,"Interconexão de Redes de Computadores",4,7
"742d04d34e74359f9726371b3f78bf01",2007,1,1108089,"Fundamentos de Física Clássica",4,6.3
"742d04d34e74359f9726371b3f78bf01",2007,1,1411171,"Teoria da Computação",4,5.9
"742d04d34e74359f9726371b3f78bf01",2007,1,1411172,"Estrutura de Dados e Algoritmos",4,7
"742d04d34e74359f9726371b3f78bf01",2007,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,8
"742d04d34e74359f9726371b3f78bf01",2007,1,1411176,"Gerência da Informação",4,7.7
"742d04d34e74359f9726371b3f78bf01",2007,1,1109103,"Cálculo Diferencial e Integral I",4,6.8
"742d04d34e74359f9726371b3f78bf01",2007,1,1109113,"Matemática Discreta",4,8
"742d04d34e74359f9726371b3f78bf01",2007,1,1305218,"Métodologia Científica",4,6.5
"742d04d34e74359f9726371b3f78bf01",2007,1,1411168,"Programação II",4,6.7
"742d04d34e74359f9726371b3f78bf01",2007,1,1411181,"Laboratório de Programação II",4,7.8
"742d04d34e74359f9726371b3f78bf01",2007,1,1411170,"Teoria dos Grafos",2,8.6
"742d04d34e74359f9726371b3f78bf01",2007,1,1411167,"Programação I",4,5.6
"742d04d34e74359f9726371b3f78bf01",2007,1,1411180,"Laboratório de Programação I",4,7.1
"742d04d34e74359f9726371b3f78bf01",2007,1,1411174,"Introdução à Computação",4,7.4
"742d04d34e74359f9726371b3f78bf01",2007,1,1109103,"Cálculo Diferencial e Integral I",4,3.5
"742d04d34e74359f9726371b3f78bf01",2007,1,1307151,"Leitura e Produção de Textos",4,7.6
"742d04d34e74359f9726371b3f78bf01",2007,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.2
"742d04d34e74359f9726371b3f78bf01",2007,1,1114114,"Métodos Estatisticos",4,7
"742d04d34e74359f9726371b3f78bf01",2007,1,1411175,"Org. e Arquitetura de Computadores I",4,7.6
"742d04d34e74359f9726371b3f78bf01",2007,1,1411177,"Engenharia de Software I",4,8.4
"742d04d34e74359f9726371b3f78bf01",2007,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.8
"742d04d34e74359f9726371b3f78bf01",2007,1,1411193,"Banco de Dados I",4,7.5
"742d04d34e74359f9726371b3f78bf01",2007,1,1411169,"Paradigmas de Ling. de Programação",4,9.2
"742d04d34e74359f9726371b3f78bf01",2007,1,1411173,"Lógica Matemática",4,8.1
"742d04d34e74359f9726371b3f78bf01",2007,1,1411178,"Sistemas de Informação I",4,7.9
"742d04d34e74359f9726371b3f78bf01",2007,1,1411195,"Sistemas de Informação II",4,8
"742d04d34e74359f9726371b3f78bf01",2007,1,1114107,"Probabilidade e Estatistica",4,7
"742d04d34e74359f9726371b3f78bf01",2007,1,1108090,"Fundamentos de Física Moderna",4,9.2
"742d04d34e74359f9726371b3f78bf01",2007,1,1411183,"Laboratório de Engenharia de Software",2,8.2
"742d04d34e74359f9726371b3f78bf01",2007,1,1411187,"Análise e Técnica de Algoritmos",4,7
"742d04d34e74359f9726371b3f78bf01",2007,1,1411190,"Redes de Computadores",4,6
"742d04d34e74359f9726371b3f78bf01",2007,1,1411192,"Sistemas Operacionais",4,7
"742d04d34e74359f9726371b3f78bf01",2007,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.8
"742d04d34e74359f9726371b3f78bf01",2007,1,1411188,"Métodos e Software Numéricos",4,7.25
"742d04d34e74359f9726371b3f78bf01",2007,1,1411189,"Compiladores",4,7.2
"742d04d34e74359f9726371b3f78bf01",2007,1,1411191,"Interconexão de Redes de Computadores",4,7.8
"742d04d34e74359f9726371b3f78bf01",2007,1,1305220,"Informática e Sociedade",2,8.5
"742d04d34e74359f9726371b3f78bf01",2007,1,1411185,"Projeto em Computação I",4,8.8
"742d04d34e74359f9726371b3f78bf01",2007,1,1411194,"Banco de Dados II",4,7.4
"742d04d34e74359f9726371b3f78bf01",2007,1,1411196,"Inteligência Artificial I",4,7.4
"742d04d34e74359f9726371b3f78bf01",2007,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,6.9
"742d04d34e74359f9726371b3f78bf01",2007,1,1305219,"Direito e Cidadania",4,9
"742d04d34e74359f9726371b3f78bf01",2007,1,1411186,"Projeto em Computação II",6,8.3
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1108089,"Fundamentos de Física Clássica",4,5.1
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1114107,"Probabilidade e Estatistica",4,7
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411171,"Teoria da Computação",4,7
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411172,"Estrutura de Dados e Algoritmos",4,7
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411176,"Gerência da Informação",4,7.6
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.5
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1109113,"Matemática Discreta",4,5.8
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1305218,"Métodologia Científica",4,7.7
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411168,"Programação II",4,7.2
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411170,"Teoria dos Grafos",2,5.7
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1108089,"Fundamentos de Física Clássica",4,4.4
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411181,"Laboratório de Programação II",4,7.4
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411167,"Programação I",4,7
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411180,"Laboratório de Programação I",4,7.4
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411174,"Introdução à Computação",4,8.9
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1109103,"Cálculo Diferencial e Integral I",4,5.1
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1307151,"Leitura e Produção de Textos",4,8.5
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.3
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1108090,"Fundamentos de Física Moderna",4,8.8
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411169,"Paradigmas de Ling. de Programação",4,6.5
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411173,"Lógica Matemática",4,8
"452b3e21f864360fe7b53f46cbd14c13",2008,2,1411177,"Engenharia de Software I",4,7.5
